#OTU ID,Taxonomy,EAT01,EAT02,EAT03,EAT04,EAT05,EAT07,EAT09,EAT10,EAT11,EAT12,EAT13,EAT14,EAT15,EAT16,EAT17,EAT18,EAT19,EAT20,EAT21,EAT22,EAT23,EAT24,EAT25,EAT26,EAT27,EAT28,EAT29,EAT30,EAT31,EAT32,EAT33,EAT34,EAT35,EAT36,EAT38,EAT39,EAT40,EAT41,EAT42,EAT43,EAT44,EAT45,EAT46,EAT47,EAT48,EAT49,EAT50,EAT51,EAT52,EAT53,EAT55,EAT56
Otu8,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Halobacteriovorax;Ambiguous_taxa,59,314,72,259,9,0,42,0,0,1,59,6,1650,95,51,0,677,513,116,85,7,1,24,53,636,311,128,58,1,127,5,0,2,8,17,7,2,0,5,0,3,60,32,101,52,378,494,1924,5895,756,706,409
Otu84,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__uncultured,0,0,47,46,1,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,13,0,0,343,0,23,18,2,62,1,0,0,0,0,370,1,0,0,0,0,1,0,0,0,0,0,138,0,0,1,88
Otu85,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Alcanivoracaceae;D_5__Alcanivorax;Ambiguous_taxa,0,0,0,0,0,1,0,0,0,21,0,236,0,0,0,0,1,5,0,0,1,0,27,0,0,0,3,0,66,32,3,0,0,4,2,1,0,0,0,0,1,721,572,237,143,0,0,0,0,0,2,76
Otu86,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Oceanospirillaceae;D_5__Marinobacterium;D_6__uncultured Marinobacterium sp.,9,90,3,13,0,0,12,1,4,3,26,124,1,1,10,10,3,2,53,5,4,3,65,27,172,290,32,27,148,144,483,515,157,71,2,8,3,0,1,0,1,2,2,1,5,2,1,0,0,0,6,0
Otu87,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__LWSR-14,175,434,308,342,120,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0
Otu872,D_0__Archaea;D_1__Miscellaneous Crenarchaeotic Group;D_2__uncultured archaeon;D_3__uncultured archaeon;D_4__uncultured archaeon;D_5__uncultured archaeon;D_6__uncultured archaeon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu88,D_0__Bacteria;D_1__TM6;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,763,200
Otu89,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Bradyrhizobiaceae;D_5__Bradyrhizobium,56,106,30,0,35,49,26,221,78,11,0,153,9,0,3,35,1,19,182,0,0,10,3,0,30,0,0,9,70,24,8,119,11,7,17,8,46,0,0,3,0,0,1,0,0,11,3,55,17,10,3,0
Otu9,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Cellvibrionaceae;D_5__Pseudomaricurvus,3,1,0,19,0,0,1,0,0,0,0,9,12,5,0,4,7,5,1501,1237,1647,1455,486,831,307,359,18,0,144,43,48,1,15,1,49,1,1,0,0,0,0,253,194,0,0,257,253,1592,4703,704,368,149
Otu90,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Coxiellaceae;D_5__Coxiella,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,652,656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu91,D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__uncultured;D_6__uncultured bacterium,98,422,71,128,93,31,101,93,60,3,126,2,27,0,101,0,26,54,58,0,2,0,0,3,434,2,4,0,1,0,0,556,0,0,1,254,128,11,0,1,0,0,4,0,0,0,7,416,1,452,4,205
Otu92,Unassigned,339,189,330,387,92,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0
Otu94,D_0__Archaea;D_1__Euryarchaeota;D_2__Thermococci;D_3__Thermococcales;D_4__Thermococcaceae;D_5__Thermococcus,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,928,0,0,0,1,1,0,0,0,0,0,5,0,0,1,2,5,1,1,2,7
Otu95,D_0__Bacteria;D_1__Latescibacteria;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu96,Unassigned,113,469,106,252,36,1,6,0,0,0,0,190,1,0,0,0,0,0,0,0,13,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,7,1,49,0
Otu99,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Acidimicrobiales;D_4__OM1 clade;Ambiguous_taxa;Ambiguous_taxa,2,0,1,0,0,0,70,0,0,61,203,643,1,0,0,0,54,29,10,0,4,0,0,1,46,1,4,0,0,42,0,179,0,0,0,2,80,4,0,0,0,0,0,0,0,3,2,1,187,881,23,0
